,Name,Location,Year,Kilometers_Driven,Mileage,Engine,Power,Seats,New_Price,Price,0,1,2,3,4,5,6,7,8,9,10
4984,516,3,2019,24864,20.0,1582,126.2,5.0,19.18,16.27,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4985,169,3,2011,64831,18.0,1199,79.4,5.0,0,3.21,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4986,378,8,2013,38001,25.0,1498,98.6,5.0,0,3.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4987,1267,9,2008,77000,10.0,2496,157.7,5.0,0,6.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
4988,115,5,2016,27000,18.5,2993,265,5.0,78.31,48.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4989,3,9,2016,39000,20.3,1968,143,5.0,42.89,18.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4990,1135,10,2015,131000,26.5,1248,74,5.0,0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4991,1135,8,2015,43000,26.5,1248,74,5.0,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4992,1759,10,2011,68000,12.0,2494,102,7.0,0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
4993,141,1,2016,45165,16.0,1995,184,5.0,0,41.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4994,97,5,2007,120000,16.7,1995,218,5.0,0,10.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
4995,924,3,2014,86091,15.0,2179,140,7.0,0,10.09,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4996,419,4,2009,71499,17.0,1497,118,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
4997,230,2,2014,50000,17.0,2200,139.01,7.0,0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4998,1820,6,2015,66000,20.1,1498,88,5.0,9.56,4.91,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
4999,484,8,2010,45000,16.0,1198,90,5.0,0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5000,1720,5,2015,69189,23.5,1364,67.06,5.0,0,5.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5001,1411,9,2014,40206,19.0,1461,108.5,5.0,0,7.22,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5002,140,7,2017,36723,18.5,1995,190,5.0,64.76,32.57,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5003,714,9,2010,57500,18.0,1197,80,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5004,1049,7,2018,43912,21.139999999999997,1196,73,5.0,0,4.33,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5005,302,5,2011,52000,17.0,1399,68,5.0,0,3.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5006,420,7,2014,60952,16.0,1497,118,5.0,0,5.91,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5007,1160,2,2013,87192,25.0,1248,74,5.0,0,4.35,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5008,570,4,2014,58000,24.0,1120,70,5.0,0,3.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5009,66,10,2017,59500,14.7,2967,245,7.0,99.92,68.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5010,1789,9,2016,16650,17.0,1198,74,5.0,0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5011,446,7,2018,34696,18.0,1497,117.3,5.0,0,12.08,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5012,978,7,2018,42243,27.3,1248,74,5.0,0,7.48,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5013,571,6,2016,57824,24.0,1120,70,5.0,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5014,1137,6,2011,110000,19.0,1248,73.9,5.0,0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5016,808,4,2013,72000,0.0,2179,115,5.0,0,15.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5017,1731,5,2013,63455,11.0,2982,171,7.0,0,19.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5018,489,5,2017,17151,27.0,1498,98.6,5.0,11.05,8.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5019,1179,10,2016,31001,24.0,1248,88.5,5.0,0,7.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5020,1135,8,2014,42109,23.0,1248,74,5.0,0,4.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5021,1511,4,2015,55000,21.6,1498,103.52,5.0,0,5.7,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5022,810,5,2013,46000,0.0,2179,115,5.0,0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5023,956,5,2013,30852,22.7,796,47.3,5.0,0,2.49,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5024,1832,10,2011,65000,16.4,1198,73.9,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5025,436,4,2015,65000,26.0,1498,98.6,5.0,0,5.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5026,1129,4,2013,72000,23.0,1248,74,5.0,0,2.69,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5027,9,1,2014,29000,17.1,1968,174.33,5.0,0,26.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5028,451,8,2015,32000,17.0,1497,117.3,5.0,0,5.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5029,316,2,2016,29875,18.1,1196,86.8,5.0,0,4.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5030,1178,7,2018,32539,24.0,1248,88.5,5.0,8.63,8.39,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5031,1432,5,2015,83090,19.0,1461,108.45,5.0,0,7.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5032,742,5,2016,62679,21.1,1396,88.73,5.0,0,6.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5033,853,9,2010,93000,15.0,1390,75,5.0,0,1.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5034,433,9,2006,44000,17.0,1497,78,5.0,0,1.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5035,331,1,2010,78400,15.0,1196,70,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5036,1447,9,2014,71300,13.0,1598,102.53,5.0,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5037,706,8,2015,18000,20.3,1197,78.9,5.0,0,2.85,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5038,803,3,2019,24013,12.8,1999,148.31,7.0,69.22,56.14,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5039,52,0,2009,99100,9.7,1984,208,5.0,0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
5040,1177,9,2003,62000,11.0,1298,83.1,8.0,0,1.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5041,1143,8,2017,14000,26.5,1248,74,5.0,0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5042,12,3,2015,44811,17.1,1968,174.33,5.0,0,25.81,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5043,1816,0,2014,44000,16.4,1198,74,5.0,0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5044,1731,2,2010,136000,11.0,2982,171,7.0,0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5045,1731,6,2010,144113,11.0,2982,171,7.0,0,11.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5046,352,3,2012,94989,12.0,2354,177.6,5.0,0,6.58,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5047,1173,2,2012,58133,22.0,1248,74,5.0,0,4.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5048,1471,10,2008,61000,17.0,1198,70,5.0,0,1.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5049,794,8,2017,27000,17.0,1956,170,5.0,18.45,15.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5050,1623,0,2014,18050,25.0,624,37.5,4.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5051,294,5,2007,145277,15.0,1596,101,5.0,0,1.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5052,1008,0,2015,42000,27.6,793,47,5.0,0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5053,1731,4,2011,86000,11.0,2982,171,7.0,0,11.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5054,1008,0,2015,42150,27.6,793,47,5.0,0,3.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5055,529,10,2015,30158,21.0,814,55.2,5.0,0,3.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5056,301,1,2011,47000,23.0,1498,90,5.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5057,1816,0,2013,39000,16.4,1198,74,5.0,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5058,1816,3,2016,32125,16.0,1199,74,5.0,0,6.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5059,1182,3,2017,58829,24.0,1248,88.5,5.0,9.89,9.05,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5060,391,3,2013,67559,19.0,1198,86.8,5.0,0,4.05,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5061,1140,10,2013,55000,17.0,1298,85.8,5.0,0,4.25,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5062,1002,8,2018,30000,23.0,998,67.04,5.0,4.87,3.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5063,520,9,2016,28000,13.0,1591,121.3,5.0,0,11.85,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5064,257,7,2016,31826,22.0,1498,89.84,5.0,0,8.24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5065,1161,5,2016,64000,17.0,1248,0,5.0,0,5.99,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5066,408,6,2008,100009,13.0,1997,141.1,5.0,0,6.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5067,801,3,2019,17201,12.5,2179,187.7,7.0,0,58.91,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5068,924,4,2014,74345,15.0,2179,140,7.0,0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5069,1817,7,2015,58134,16.4,1198,74,5.0,0,4.64,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5070,700,7,2010,30566,19.0,1197,80,5.0,0,3.32,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5071,698,2,2012,55231,20.3,1197,78.9,5.0,0,2.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5072,176,7,2016,67774,14.8,1998,163.7,5.0,0,8.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5073,1271,9,2013,50319,12.0,1991,181.03,5.0,0,21.95,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5074,609,0,2013,45000,11.0,2359,134,5.0,0,7.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5075,1316,8,2007,43627,11.7,1796,186,5.0,0,29.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5076,1825,8,2013,45000,22.0,1199,73.9,5.0,0,3.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5077,449,9,2014,10500,17.0,1497,117.3,5.0,0,5.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5078,1182,3,2017,21789,24.0,1248,88.5,5.0,11,9.88,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5079,542,3,2019,21134,18.0,1197,81.86,5.0,9.78,8.78,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5080,1632,8,2011,90000,13.9,2179,138.1,7.0,0,2.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5081,1388,7,2014,51553,21.6,1461,84.8,5.0,0,5.98,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5082,89,4,2011,31000,10.0,2497,215,5.0,0,31.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5083,1676,4,2011,67422,14.5,1798,138,5.0,0,3.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5084,633,7,2015,60519,22.3,1582,126.32,5.0,0,6.24,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5085,1137,8,2009,34000,19.0,1248,73.9,5.0,0,2.19,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5086,1045,5,2013,68434,28.0,1248,73.75,5.0,9.14,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5087,965,10,2014,17000,24.0,998,67.1,5.0,4.48,2.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5088,787,3,2011,43686,10.0,5000,503,4.0,0,50.66,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5089,1307,8,2012,22000,14.8,2143,170,5.0,0,14.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5090,650,9,2013,79225,22.0,1582,126.2,5.0,15.57,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5091,162,10,2007,63000,14.0,1598,102,5.0,0,1.2,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5092,1168,5,2014,61922,20.0,1197,81.80,5.0,0,5.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5093,630,2,2015,85000,23.0,1582,126.2,5.0,0,6.3,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5094,1291,7,2017,26192,17.0,2143,168,5.0,0,40.47,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5095,1736,4,2013,65000,13.0,2982,168.5,7.0,0,16.1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5096,51,4,2014,44999,12.0,1968,167.6,5.0,0,25.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5097,76,9,2008,81308,13.0,1995,170,5.0,0,7.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5098,952,4,2016,35000,24.0,796,47.3,5.0,0,2.65,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5099,960,3,2012,65349,20.9,998,67.1,5.0,0,2.81,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5100,6,5,2012,80000,15.6,1798,167.62,5.0,0,17.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5101,1170,9,2012,61000,16.0,1197,85,5.0,0,3.3,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5102,1207,7,2019,31817,22.0,998,67.04,5.0,5.12,5.34,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5103,1515,5,2016,41000,21.1,1498,103.52,5.0,0,8.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5104,484,7,2010,82606,16.0,1198,90,5.0,0,2.69,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5105,917,0,2015,52000,16.0,2179,140,7.0,0,11.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5106,1095,3,2011,50318,18.0,1197,85.80,5.0,0,4.06,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5107,1293,5,2016,50000,17.0,2143,201.15,5.0,79.43,49.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5108,1534,1,2012,72000,20.0,1598,103.5,5.0,0,4.6,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5109,569,4,2015,63776,24.0,1120,70,5.0,0,3.96,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5110,544,9,2015,28133,18.0,1197,81.86,5.0,0,5.6,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5111,1662,8,2017,45000,22.9,1248,74,5.0,7.94,3.75,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5112,760,6,2015,55697,22.5,1396,88.73,5.0,0,5.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5113,1535,4,2012,62000,20.0,1598,103.5,5.0,0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5114,219,9,2011,48000,16.0,1368,90,5.0,0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5115,1167,10,2010,90246,16.0,1298,88.2,5.0,0,2.95,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5116,1568,5,2015,80500,25.0,1396,69,5.0,0,2.45,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5117,1322,10,2012,119000,14.8,2143,170,5.0,0,13.99,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5118,1294,1,2016,28541,11.5,2987,254.79,5.0,95.13,60.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5119,608,8,2008,45500,0.0,1086,0,5.0,0,1.17,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5120,429,2,2012,41000,16.0,1497,116.3,5.0,0,4.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5121,758,9,2010,58000,18.0,1197,80,5.0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5122,1736,2,2015,99000,13.0,2982,168.5,7.0,0,20.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5123,574,4,2014,31200,18.0,1197,82,5.0,0,3.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5124,1801,2,2009,85000,15.0,1896,105,5.0,0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
5125,249,5,2016,60924,15.6,1499,110.4,5.0,0,8.3,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5126,532,2,2012,45000,21.0,814,55.2,5.0,0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5127,1385,8,2011,44000,19.1,1198,75.94,5.0,8.73,2.65,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5128,474,7,2016,30534,19.0,1199,88.7,5.0,0,7.42,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5129,1819,7,2016,46399,16.4,1198,74,5.0,0,4.63,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5130,970,8,2008,42000,19.0,796,46.3,5.0,0,1.09,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5131,633,4,2011,67000,22.3,1582,126.32,5.0,0,3.8,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5132,1251,9,2013,58000,10.0,2148,170,5.0,0,15.75,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5133,1665,3,2015,27000,17.5,1193,88.7,5.0,8.69,5.27,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5134,393,9,2012,39566,18.0,1198,86.8,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5135,489,2,2016,14980,27.0,1498,98.6,5.0,10.81,7.4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5136,966,6,2017,18491,24.0,998,67.1,5.0,0,3.9,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
5137,1234,6,2000,90000,17.0,993,60,5.0,0,0.7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5138,765,10,2015,118211,22.5,1396,88.73,5.0,0,5.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5139,1108,3,2016,63316,22.0,1598,118,5.0,0,9.58,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5140,1257,4,2014,42000,14.2,2143,203,5.0,0,24.95,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5141,180,7,2015,25648,13.0,1399,98.82,7.0,0,4.29,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5142,1255,4,2011,67612,14.2,2143,203,5.0,0,11.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5143,919,9,2016,33000,16.0,2179,140,7.0,0,9.65,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5144,704,9,2015,20000,20.3,1197,78.9,5.0,0,3.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5145,547,10,2007,143000,14.0,1341,82.9,5.0,0,1.1,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
5146,60,3,2014,118218,12.0,2967,241.4,7.0,0,31.41,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5147,887,10,2012,99000,12.0,2179,120,8.0,0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5148,472,10,2016,22700,18.0,1199,88.7,5.0,0,5.55,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5149,1637,6,2017,28000,14.0,2179,138.1,7.0,0,10.91,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5150,921,8,2014,62000,15.0,2179,140,7.0,0,7.25,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5151,1823,5,2012,107023,22.0,1199,73.9,5.0,0,3.9,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5152,1144,4,2012,71082,19.0,1248,73.9,5.0,0,3.95,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5153,40,9,2013,60000,15.7,1968,174.33,5.0,0,22.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5154,1009,4,2014,21701,23.0,998,67.04,5.0,0,3.38,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5155,430,9,2011,56000,16.0,1497,116.3,5.0,0,3.45,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5156,718,4,2016,32450,18.0,1197,81.83,5.0,0,5.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5157,1459,6,2016,12500,25.1,799,53.3,5.0,0,2.75,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5158,1242,7,2019,20483,17.0,2143,136,5.0,0,30.3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
5159,257,5,2014,45800,22.0,1498,89.84,5.0,0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5160,750,3,2015,35441,18.0,1197,81.83,5.0,0,6.87,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
5161,1767,1,2015,86398,12.9,2494,100.6,7.0,0,15.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5162,1388,2,2012,150000,21.6,1461,84.8,5.0,0,3.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
5163,1160,5,2014,89000,25.0,1248,74,5.0,0,5.85,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
